Id,LotArea,TotalRooms,YearBuilt,GarageCars,PropertyType,CentralAir,Neighborhood,DistanceToCenter,SalePrice
31,4097.440081655905,6,2012.0,0,Apartment,No,Downtown,24.354583864922816,215790.05973402938
32,7778.417276763406,6,1960.0,1,Studio,yes,Downtown,43.41934862387618,268995.4554813245
33,4979.754162893099,8,1980.0,3,Duplex,Yes,Suburbs,2.5733694436208543,297395.3742852509
34,3413.433606566149,7,1998.0,0,Studio,Yes,Rural,32.549528450201194,217657.90579962323
35,6233.817368154783,8,1968.0,0,Apartment,Yes,Suburbs,38.384495047066494,229096.48061634507
36,3168.7345250434664,9,1961.0,3,Villa,Yes,Downtown,38.21484189022704,253759.17876180995
37,,6,1964.0,3,Studio,Yes,Downtown,44.41762438768073,227811.59075279004
38,2060.4948141803366,3,1980.0,1,Duplex,Yes,Suburbs,36.72265339864521,114948.08146500232
39,3007.720926652354,3,,1,Apartment,Yes,Downtown,46.46269302073712,153410.451377267
40,5295.291853803686,1,1986.0,2,Villa,No,Suburbs,17.30017339122368,194803.49909044674
41,,5,1978.0,2,Studio,Yes,Rural,25.65726142082561,263960.0881589955
42,5257.052421784956,4,1975.0,0,Villa,yes,Downtown,1.689903500861643,215897.79587623998
43,4826.5275764176395,9,1951.0,3,Villa,No,Rural,1.3409217778612694,320308.5887373939
44,4548.344456616067,9,1964.0,3,Duplex,Yes,Rural,12.766204402124474,298826.0470328068
45,2782.217014448859,5,1953.0,2,Studio,Yes,Downtown,5.9395526598151775,197381.02746991045
46,3920.233687407937,4,1999.0,0,Duplex,yes,Downtown,13.750357028851926,214057.28563599978
47,4309.041843560319,7,1987.0,0,Apartment,Yes,Suburbs,9.675121431891473,238376.76227683687
48,6585.683339328374,6,1972.0,2,Villa,No,Suburbs,2.397481217093764,309446.5454159363
49,5515.427434352692,4,2008.0,2,Duplex,Y,Downtown,45.55590317389642,227606.7472824779
50,2355.439766955899,2,,2,Duplex,Yes,Suburbs,1.4029334380556846,157074.95788172568
51,5486.125954092193,1,,1,Apartment,No,Rural,37.06802507251719,169213.14001728958
52,4422.376579375526,4,1957.0,0,Studio,Yes,Rural,8.45524645905631,191249.1004795488
53,,4,1978.0,0,Duplex,Y,Downtown,45.6992514779804,149809.56389199014
54,5917.514433261302,1,1960.0,0,Villa,Yes,Suburbs,44.747001039904404,155471.82553037038
55,6546.499283743927,6,1967.0,2,Villa,Yes,Downtown,33.04115617209361,267306.41277034016
56,6396.920178674298,4,2004.0,2,Villa,No,Rural,33.939473340229654,244229.22732264333
57,3741.1737151660423,1,1999.0,2,Villa,Yes,Downtown,1.2616179565147387,168685.83098569058
58,,1,1963.0,2,Duplex,Yes,Downtown,49.2587067395665,128334.45938464656
59,5496.895147105346,1,2023.0,3,Villa,Yes,Downtown,44.0137975752149,209786.4566061574
60,6463.317690683539,8,1958.0,2,Duplex,Yes,Downtown,44.86020506077451,279520.4720801394
61,,8,,1,Studio,Yes,Rural,33.30298231549273,235519.87865250953
62,,2,2012.0,3,Villa,No,Downtown,17.89455950407229,234522.5527338491
63,3340.4975389909578,7,2016.0,3,Studio,Yes,Downtown,44.78878380543356,235875.70583150774
64,3205.690063878994,8,,2,Duplex,Yes,Suburbs,15.284329479408425,256746.27641219617
65,6218.7887335912965,8,1988.0,0,Apartment,Yes,Downtown,28.57286562376794,288843.8051902271
66,,7,2005.0,2,Studio,Yes,Suburbs,5.886817644850238,341496.0363721575
67,4891.984817629499,5,1977.0,0,Villa,Yes,Downtown,46.17582587650476,184295.98240137444
68,6505.299346838036,1,1988.0,2,Apartment,Yes,Suburbs,7.8977524307894535,218231.58081549683
69,5542.454037571451,9,1974.0,2,Studio,Y,Downtown,12.019943480789957,330299.8402879862
70,4032.3203680923134,7,1970.0,0,Duplex,No,Suburbs,28.348573748282533,212967.97452543178
71,5542.093408262621,2,,0,Duplex,Yes,Downtown,38.440557010436095,142382.5749860846
72,7307.054849698954,6,1992.0,0,Duplex,Yes,Downtown,31.348213990878648,277721.5797680817
73,,2,1964.0,0,Studio,Yes,Suburbs,12.374561727207652,182496.57192518612
74,7346.965483721009,1,1997.0,1,Duplex,Yes,Downtown,1.0462090838470264,242487.01523298095
75,,7,,0,Studio,Yes,Downtown,38.10037843506452,153678.5405296162
76,6232.853756562836,2,2009.0,2,Villa,Yes,Downtown,49.27515896964359,194408.55721824736
77,5130.570602357257,2,1999.0,2,Villa,No,Downtown,40.685742894998434,192708.2638310208
78,4551.488974301199,5,1972.0,1,Studio,Yes,Rural,23.55012428967415,203927.5004913871
79,5137.641164803254,5,1962.0,0,Studio,No,Downtown,45.28459580855622,191519.9593187983
80,2018.6466280986606,7,2018.0,2,Apartment,Yes,Rural,21.08253598279915,235967.09146681777
81,4670.4921682437325,1,1953.0,1,Duplex,Yes,Rural,26.72177012792991,144175.1129210981
82,5535.668857267619,8,2021.0,2,Villa,Yes,Downtown,24.37935860238848,299479.5402217354
83,7216.841067112275,3,1958.0,1,Villa,Yes,Suburbs,22.933569760610723,218482.4689358766
84,4222.594672589529,4,,1,Apartment,Yes,Suburbs,38.98434769540138,198398.75632148955
85,3787.2595956602186,9,,3,Studio,Yes,Downtown,26.811676456205106,266252.10152206745
86,4247.364434623195,4,2007.0,3,Studio,Yes,Rural,16.519138979235585,244579.38945266537
87,6373.103176553112,5,1967.0,0,Apartment,Yes,Suburbs,13.649750215265438,248496.07216912066
88,,7,2021.0,3,Duplex,Yes,Downtown,2.8496185314042357,317472.506148184
89,4205.359694349442,4,1992.0,1,Studio,Yes,Downtown,29.576562932269255,190203.05556010743
90,5769.901149670034,1,,2,Studio,Yes,Rural,12.268109354650676,207628.24377638786
91,5145.61632402206,9,2016.0,2,Duplex,Yes,Suburbs,8.258562178802771,367550.2403957371
92,6452.967485799334,4,,0,Duplex,Yes,Downtown,33.0376682275562,208348.5581595705
93,3946.9203591839714,9,1961.0,3,Apartment,Yes,Suburbs,34.37925363325589,261195.37114605153
94,4508.506780103347,6,2015.0,0,Apartment,Yes,Downtown,37.85558972062563,208431.58673941737
95,4411.837770301763,1,1951.0,1,Apartment,No,Downtown,25.675267920590983,121562.33356516673
96,2804.727577801822,3,1964.0,3,Studio,No,Downtown,44.808675654990445,134713.3568965366
97,5444.180415596864,2,1972.0,0,Apartment,Yes,Rural,46.88079491651316,148552.77857004676
98,,9,1978.0,2,Studio,No,Rural,40.56117604983198,286016.06396077585
99,5007.670184963691,1,1956.0,2,Villa,Yes,Rural,32.144080618401176,162910.66084809703
100,4648.11929993728,9,1977.0,0,Duplex,No,Suburbs,15.882326725968245,277788.8215336426
101,2876.9438869243786,9,1963.0,0,Duplex,Y,Rural,49.16430115939084,206941.66128111983
102,4369.032015851962,8,1993.0,0,Villa,Yes,Rural,14.43267219240498,258308.47953063183
103,4485.928225209846,8,1979.0,1,Apartment,Yes,Suburbs,10.930189177531123,272580.4510748186
104,3796.5840961675717,1,1981.0,1,Studio,Yes,Suburbs,22.665551575542555,140125.13124621185
105,4758.071432500987,8,2019.0,2,Studio,Yes,Suburbs,3.785187964907035,303209.03366379696
106,5606.076285221808,3,1955.0,1,Studio,No,Suburbs,48.94622876891775,150935.17738505857
107,7829.278851815796,7,1976.0,1,Duplex,Yes,Rural,29.833244264404815,298060.9052652378
108,5261.866719247759,1,,3,Apartment,Yes,Rural,28.290652491544588,158636.9362203946
109,5386.325586084146,1,,1,Studio,Yes,Suburbs,33.13401771508627,154763.7253281225
110,4888.331126350749,5,1989.0,3,Studio,No,Rural,25.354158741083126,252364.1583981543
111,2121.8431770514376,5,1996.0,1,Studio,No,Downtown,2.5711123376325373,199667.37266906103
112,4960.229186826175,8,1973.0,2,Villa,Yes,Rural,31.00325315317944,269915.3710373522
113,5090.345314911539,7,2014.0,0,Studio,No,Downtown,36.092519970865105,264519.6492396829
114,8694.86316872793,8,1967.0,2,Villa,yes,Suburbs,21.420703970578604,343691.81924513244
115,4711.458552828316,6,1993.0,1,Studio,Yes,Suburbs,38.10748303148845,234441.22683817605
116,5452.321013500418,6,2006.0,0,Studio,No,Rural,12.12306366758261,256852.22318680506
117,,2,1977.0,0,Studio,Yes,Suburbs,11.842552962243017,183390.6265231589
118,3246.982943570702,6,2020.0,0,Villa,Yes,Rural,8.909432396691123,232565.7120173246
119,6714.234221772531,5,,3,Studio,Yes,Rural,19.22774322966893,283132.13758294284
120,,3,1983.0,2,Apartment,Yes,Rural,42.503589734065095,207687.3558337837
121,6186.547920564571,6,1960.0,3,Studio,Yes,Rural,41.56769104530415,260356.48622671663
122,3635.9188178078916,8,1984.0,0,Villa,Yes,Downtown,19.758386190211688,243935.04961685592
123,,9,,2,Villa,yes,Downtown,29.86681806303159,323410.486127839
124,2897.2234058115787,1,1977.0,2,Apartment,No,Suburbs,36.319999507270865,128609.42929796132
125,5880.285640700406,3,1973.0,1,Duplex,Yes,Downtown,12.819131956773125,208927.41710486898
126,8285.683438714968,3,1957.0,3,Apartment,Yes,Suburbs,9.238913208842607,276201.245527364
127,3514.1955123039675,8,2002.0,3,Apartment,Y,Suburbs,48.63270366740324,250070.8982592301
128,4150.553405595842,1,2021.0,1,Villa,Yes,Rural,31.260308347271305,168229.89483863494
129,5149.477047631462,5,1953.0,3,Studio,No,Rural,49.08937036984953,212600.48062347365
130,,3,,0,Studio,Yes,Rural,17.550043369479226,167601.29107812804
131,2674.004853400801,2,1998.0,0,Duplex,No,Rural,35.44855329873244,110664.66760482203
132,5102.844462209041,8,1979.0,3,Duplex,No,Rural,11.907578190520647,299412.564173105
133,3406.544429410843,3,2021.0,1,Duplex,Yes,Rural,13.798808392421734,174328.35903218802
134,5710.388645952772,7,2012.0,2,Duplex,Yes,Downtown,26.083203942211576,284936.71588806616
135,3620.863648649295,1,1996.0,3,Apartment,Yes,Suburbs,16.66128814989549,160339.79506563643
136,7324.90160752631,6,1975.0,2,Apartment,Yes,Suburbs,9.213456628188638,309917.78571757016
137,3825.120061495644,3,2006.0,1,Studio,Yes,Rural,13.881154397476974,219182.53645920992
138,4516.907725691487,8,1986.0,2,Apartment,No,Downtown,2.7516713288273675,303187.69127555675
139,6220.275826054505,6,1956.0,1,Studio,yes,Rural,35.516757452396845,219440.15640280073
140,,2,1989.0,1,Studio,Yes,Downtown,25.113716197207218,132283.98026191
141,5341.189901906194,6,1988.0,0,Studio,Yes,Downtown,5.617910253821756,247217.59960331398
142,6960.714131423642,7,2011.0,0,Studio,Yes,Suburbs,9.413005663296069,297749.61816527694
143,2588.7751481581586,5,,1,Villa,Yes,Suburbs,6.024192367519556,203926.53348781136
144,5276.950787798456,3,,3,Studio,No,Downtown,31.01704760551795,203309.52395262299
145,5389.824191372635,4,1974.0,0,Apartment,Yes,Suburbs,5.616307817012196,211250.36248808863
146,6172.734307665965,4,1956.0,1,Apartment,Yes,Downtown,37.95983431872559,206264.41070160904
147,3144.5739336828774,6,1977.0,2,Apartment,Yes,Downtown,2.0050350466991675,236588.57547840642
148,3019.3150803735853,1,2018.0,2,Apartment,Yes,Downtown,13.219413611798712,173156.64617912067
149,5782.912348425347,4,2016.0,3,Villa,Yes,Suburbs,44.64266711870345,245576.63337462556
150,,4,,2,Duplex,Y,Rural,36.208034587990056,215505.5167190634
151,5375.739275518815,1,1960.0,2,Duplex,Yes,Suburbs,4.575448313358699,192565.23071527897
152,5519.672314245464,9,2016.0,1,Studio,Yes,Rural,41.23517911977381,287016.286463335
153,3979.9629176322637,4,,2,Studio,No,Suburbs,25.158720955470034,179485.4104602266
154,5348.380545741506,7,1972.0,2,Apartment,Yes,Suburbs,42.49236833127263,237247.27506116556
155,5439.608709948022,3,2010.0,2,Apartment,Yes,Rural,30.436248948069277,238342.8484241738
156,3928.4728729604485,3,2020.0,2,Duplex,Yes,Downtown,34.409818569610074,179467.23308219516
157,7798.661766717135,8,1983.0,1,Duplex,Yes,Rural,49.681576459389696,312312.5365831357
158,5710.749381367681,8,1968.0,2,Apartment,Yes,Downtown,12.38444175027689,286235.5969168133
159,,1,2007.0,3,Studio,No,Downtown,31.57333316330803,163861.9531906244
160,5984.830412950745,2,1958.0,0,Villa,No,Suburbs,23.55574811281252,189862.1414652033
161,3537.977494659018,8,1997.0,3,Villa,Yes,Suburbs,2.9331456932118805,302846.25985844305
162,6180.626905613678,1,,0,Duplex,Yes,Suburbs,1.7090614336403867,196488.81222921686
163,6737.893368511106,8,1997.0,3,Duplex,Y,Suburbs,6.842200313075075,353058.4547004899
164,3768.976522472434,8,1994.0,0,Duplex,Yes,Suburbs,32.80549528638886,228567.60179263318
165,6445.064193866483,2,1974.0,0,Villa,Yes,Rural,28.79099130775622,183244.17069431895
166,5619.171390404747,4,1974.0,0,Villa,Yes,Rural,28.118048497022645,206703.9302880697
167,6233.090239991735,6,1968.0,0,Apartment,Yes,Rural,2.560981363884744,279239.75157133996
168,7845.189473980921,9,1988.0,1,Studio,Yes,Rural,23.995846821640345,340956.4448753136
169,4631.917825995694,8,1976.0,3,Duplex,Yes,Suburbs,46.3065180742839,262623.54866828
170,3869.3957534637657,8,2023.0,0,Apartment,Yes,Rural,20.482001596221682,254328.41396749252
171,3665.728355561715,7,2012.0,3,Villa,Yes,Rural,31.62120101963436,247260.9319998561
172,,9,2017.0,2,Apartment,Yes,Downtown,39.211115105534034,271570.5471460217
173,4884.3474358788435,2,1968.0,0,Villa,Yes,Suburbs,39.41233867795249,144629.87219865527
174,5511.727962224966,3,1977.0,3,Studio,Yes,Rural,26.444724037368296,228967.65081309289
175,5415.036198995029,8,1982.0,1,Villa,No,Rural,43.03964532471448,248745.83111303268
176,6240.774873554035,6,1959.0,3,Apartment,No,Rural,20.177526574823602,300724.3200546079
177,5019.502837816861,9,1979.0,0,Studio,Yes,Suburbs,44.54596752445512,237421.4271740435
178,7180.301115735975,4,1971.0,2,Villa,Yes,Rural,12.77113115338172,273615.5598378697
179,4603.014750143066,8,,3,Duplex,Yes,Downtown,14.73060394253798,275478.9336312658
180,9080.253749884429,3,1997.0,2,Villa,No,Suburbs,3.602910585751054,310018.75257049757
181,,3,1951.0,1,Studio,Yes,Downtown,39.98350999057186,182535.19288598487
182,3714.2636653755762,8,2003.0,3,Apartment,Yes,Suburbs,21.435706575402573,286071.2425546324
183,3393.6612529083313,5,1955.0,3,Studio,Yes,Rural,12.226714081658553,221421.65312382017
184,5723.708622864778,3,1989.0,1,Apartment,Yes,Suburbs,12.357723603212403,224440.81199152445
185,4664.805822011223,1,1951.0,1,Villa,Yes,Suburbs,45.16859712023243,126945.39963708814
186,6071.0007411381375,3,2022.0,1,Villa,Yes,Suburbs,41.86191342259081,207255.17783702456
187,,9,1951.0,0,Studio,No,Downtown,28.12301338250198,269731.4206242433
188,4890.756631014691,5,2023.0,0,Duplex,Yes,Suburbs,31.189429220370332,232069.44185384797
189,3729.8094228973923,2,2004.0,3,Villa,Yes,Rural,24.24195295696426,164524.1317767349
190,2727.729162971203,7,2021.0,3,Duplex,Yes,Suburbs,20.191660601061635,255672.07491363367
191,4330.227571899468,2,2009.0,3,Duplex,yes,Suburbs,45.85836717969824,178564.13135196993
192,6284.598191485208,4,1955.0,2,Studio,yes,Rural,7.155022472494801,263735.0806953068
193,5321.1406161953055,7,1968.0,1,Villa,Yes,Rural,21.50389269609517,260590.0856200607
194,3131.3918319320182,4,,3,Duplex,Yes,Downtown,17.883533491405892,202542.5868624294
195,5259.771388776773,7,1950.0,1,Villa,Yes,Rural,25.40938529230627,242070.93065219038
196,5577.9760695932555,7,1982.0,0,Apartment,Yes,Rural,23.42396185271358,265456.0443103621
197,3674.2138456983002,1,1989.0,1,Duplex,Yes,Rural,26.42558705090299,147181.57904206708
198,5230.587658918292,6,1981.0,2,Studio,yes,Suburbs,7.8560298841227105,259189.64302771175
199,5087.3130776689995,9,2018.0,2,Studio,yes,Downtown,26.143933574150577,317712.0914293717
200,3285.5445532540652,2,1966.0,1,Duplex,Yes,Rural,12.878521880473333,162654.77308319244
201,,3,1957.0,2,Villa,Yes,Rural,10.032236100421372,229039.30222955917
202,5841.176789552352,5,2006.0,2,Apartment,Yes,Rural,4.17687672052337,285920.3838574558
203,6624.576864762916,9,1991.0,0,Apartment,Yes,Suburbs,38.369975379050906,302838.4556170104
204,6580.703078052355,4,1958.0,3,Studio,Yes,Suburbs,21.94465412197144,262818.4894746434
205,2933.4959480643633,1,1984.0,2,Studio,Yes,Downtown,31.70554048227616,117575.82880594111
206,3593.262440127316,4,2020.0,3,Villa,Yes,Downtown,36.652073821932426,214957.00537043082
207,,6,2002.0,1,Studio,No,Suburbs,34.28651660036412,237455.4305292988
208,,5,2003.0,1,Villa,Yes,Rural,24.054535235394432,261482.604936672
209,5772.571529459072,1,1974.0,2,Duplex,Y,Rural,20.007027918634762,188596.84263843956
210,,4,2016.0,1,Apartment,Yes,Downtown,19.422035572392524,348295.334941519
211,5856.3357660397505,6,2011.0,0,Duplex,Yes,Rural,32.362391049572764,249710.64170299345
212,6703.348460270899,4,2004.0,2,Studio,Yes,Suburbs,25.244923392151797,265411.56729624746
213,6431.002645239803,9,1995.0,2,Apartment,Yes,Downtown,42.60748015143702,316066.40640721243
214,5977.086876958697,5,1973.0,2,Apartment,Yes,Suburbs,43.86039723200889,239724.4799950306
215,4527.096133039481,8,1995.0,1,Duplex,Yes,Suburbs,9.357458522319405,296679.4718085361
216,6138.453830739902,9,1971.0,1,Villa,Yes,Rural,7.6754489257405565,321079.11313586787
217,3840.7621781936423,5,1960.0,2,Apartment,Yes,Suburbs,31.889645375763976,178309.6958046921
218,4644.772089889987,6,1997.0,3,Villa,Yes,Suburbs,15.760061655051691,283691.84382390993
219,4271.954678256345,1,1957.0,1,Duplex,Yes,Rural,1.9099652194898442,147309.33557534273
220,5122.811209079484,7,1988.0,1,Duplex,Yes,Suburbs,44.5434907987848,237690.16616559087
221,8471.987850010264,4,1984.0,2,Villa,Yes,Rural,12.118137594946605,299418.05344001186
222,,2,1998.0,3,Duplex,Yes,Suburbs,46.53475193260464,131562.8715173571
223,6029.390285561771,5,1995.0,2,Apartment,Yes,Rural,36.15428809303443,239298.6715675899
224,2580.9261932155227,3,1987.0,1,Duplex,Yes,Rural,38.37002100566273,123628.01408791057
225,4292.10220131585,6,1957.0,2,Duplex,Yes,Downtown,10.871613293864861,238255.2207866256
226,6633.42589545105,8,2003.0,2,Apartment,Yes,Suburbs,12.475526855223833,328715.0855105883
227,5096.420028643194,7,1986.0,2,Villa,Yes,Suburbs,26.542119937379223,281847.2161599174
228,3383.382833106041,3,1989.0,3,Duplex,Yes,Downtown,9.432892779843247,197225.96345022763
229,3927.0444361100476,8,1983.0,2,Villa,No,Rural,15.966152941468582,258791.51796033068
230,,2,1966.0,1,Apartment,No,Rural,16.75166141944242,218354.62963604173
231,3904.450052424295,9,1982.0,2,Villa,Yes,Downtown,8.821866729385441,294966.49664989434
232,5324.687884372962,4,1996.0,3,Villa,No,Downtown,11.053958836362877,285609.3291944848
233,5068.35775985572,1,2001.0,0,Studio,Yes,Rural,39.63904025840457,133004.9730639815
234,4022.5994785912744,8,1958.0,3,Studio,Yes,Rural,9.19259687281615,277337.0514889284
235,8215.916133987988,7,1982.0,2,Duplex,No,Downtown,2.394412200352202,357780.0362809028
236,5950.878533477016,5,2009.0,0,Studio,No,Suburbs,31.838392188817984,241957.40733699998
237,1962.2861200135894,5,1970.0,2,Studio,No,Rural,48.82317285023005,141802.5441601367
238,5279.681472154141,7,2007.0,3,Studio,Yes,Downtown,17.22947691653295,314320.335648732
239,4007.320302847418,5,2018.0,0,Villa,Yes,Suburbs,6.814129456616362,236996.2540928081
240,6278.650002194336,8,1959.0,0,Villa,Yes,Suburbs,28.94897894300901,254231.61187105073
241,3811.2188923509493,6,,2,Studio,Yes,Suburbs,45.41135634368666,184619.33900101972
242,4827.895337799651,5,1962.0,2,Apartment,Yes,Suburbs,39.41902721159546,196498.83044436402
243,5757.4809184706855,9,2014.0,3,Studio,No,Downtown,31.503277552223086,329434.76032528357
244,6298.632791255182,2,1969.0,2,Apartment,Yes,Rural,16.437768333772368,228523.53994579968
245,3199.555389416336,1,2006.0,0,Villa,Yes,Suburbs,27.552128490534777,125646.52022007933
246,4498.248146238578,8,1995.0,1,Apartment,Yes,Suburbs,5.470997223908513,284462.74993800494
247,4287.582033258565,3,1957.0,1,Villa,Yes,Downtown,34.26832578975283,150193.09357966052
248,4020.0061511394324,7,1959.0,3,Apartment,Yes,Suburbs,36.529704925984895,240983.8416647389
249,7648.181360421646,8,2022.0,2,Villa,No,Downtown,48.28654952258602,343003.55272966524
250,5607.472566441434,6,2016.0,3,Villa,Yes,Downtown,13.75947057850851,301065.5541313843
251,3108.674068497432,9,1960.0,1,Studio,Yes,Rural,1.9043645331081094,276069.30446007923
252,,7,1961.0,1,Duplex,No,Suburbs,27.73481475693038,264860.2305445371
253,,5,,2,Duplex,No,Rural,35.63273471544391,263562.12525149115
254,6548.69789082672,8,1974.0,0,Villa,No,Downtown,39.72996631826641,281287.6767976473
255,2720.94505106898,2,1998.0,2,Studio,No,Suburbs,10.49320771821572,166966.9802405386
256,4273.648890700623,7,1998.0,1,Duplex,Yes,Downtown,13.825890582814159,254834.69526093683
257,6900.366723779935,4,,0,Duplex,No,Downtown,26.11695533809752,227657.09119364835
258,3938.495801571829,9,2011.0,3,Studio,Yes,Downtown,17.19943968853009,291226.6420762397
259,5665.729142219343,1,1985.0,1,Studio,Yes,Suburbs,43.165062842784806,145168.8452824642
260,6161.951080144005,7,1988.0,3,Duplex,yes,Downtown,24.214247533197295,303950.4096059056
261,3609.6042926328755,6,2002.0,0,Duplex,Yes,Downtown,40.179353560998145,202356.35719005502
262,,8,2005.0,3,Apartment,Yes,Suburbs,29.450368263635333,310202.4557842042
263,138.09898989639078,5,1950.0,1,Apartment,Yes,Rural,38.881416939238484,107746.95006982671
264,3463.418537998565,1,2005.0,2,Villa,Yes,Downtown,17.30097633998587,170821.0390316995
265,4621.14777291026,1,1953.0,3,Duplex,Yes,Rural,41.739414474585246,159887.8745402677
266,3128.3252270527255,9,1979.0,1,Studio,No,Rural,14.454043462000056,262511.41214315087
267,7448.6169558974525,6,,1,Studio,Yes,Rural,27.75884159216125,273271.4815491377
268,,5,,0,Duplex,Yes,Rural,11.486348545519837,196733.27585208393
269,4339.933269954525,1,2001.0,1,Villa,No,Rural,24.300799559683476,171753.9151476262
270,,6,,2,Studio,Yes,Rural,16.590585265926457,262253.4728817505
271,,6,2017.0,2,Duplex,Y,Suburbs,14.068468101223498,310671.668830271
272,2846.206773230841,3,,3,Duplex,Yes,Suburbs,48.38226588337384,141191.17498977832
273,6744.745628232439,8,1956.0,3,Villa,yes,Rural,8.8436311688498,337475.25840687344
274,,1,1971.0,3,Duplex,No,Suburbs,39.57896603541237,171014.7694710405
275,3527.7370234280734,1,,3,Studio,No,Suburbs,49.22408301467753,150021.64576400298
276,,6,2007.0,2,Apartment,Yes,Rural,1.9751727032638136,309185.31826683314
277,,1,2013.0,0,Villa,Yes,Rural,35.252343288062654,158229.21644189383
278,4099.674684261808,6,1961.0,3,Duplex,Yes,Downtown,13.39267847225807,225333.86412836873
279,5104.703127485029,1,,0,Villa,Yes,Suburbs,2.983903392086918,172268.71243786695
280,4422.02960470736,6,2004.0,1,Duplex,yes,Rural,20.74158936887491,256676.42209154402
281,5170.276017876872,3,,1,Apartment,Yes,Suburbs,46.82567269837288,195598.4419536303
282,5993.19601178157,8,2022.0,3,Villa,Yes,Suburbs,1.5764896239828867,339423.8975925828
283,7379.025224218029,6,2004.0,1,Duplex,Yes,Suburbs,29.806398904559302,297181.00380274
284,3143.2767517597267,1,1985.0,0,Apartment,Yes,Downtown,25.56842745117089,108549.64227537985
285,8199.5500619844,5,1973.0,0,Studio,Yes,Rural,43.795824054181324,241271.01514662002
286,,8,1993.0,1,Duplex,No,Suburbs,5.116084011510657,237744.60398233362
287,4772.322357446625,3,,3,Apartment,Yes,Rural,34.394775464445864,195676.65678697752
288,5882.475809726865,6,1951.0,0,Apartment,Yes,Suburbs,34.32537522323059,222837.91992796512
289,5421.487801602549,5,,0,Villa,Yes,Rural,33.78492082625188,210026.20092721365
290,,6,1980.0,2,Duplex,Yes,Rural,47.17439025181681,201238.6319422527
291,,1,1977.0,3,Studio,Yes,Rural,41.33128892133714,161781.85468435066
292,4260.498598011751,7,2009.0,2,Duplex,Yes,Suburbs,3.0566635859317945,281799.79526644753
293,4115.952864583683,9,1976.0,1,Apartment,Yes,Downtown,24.083059684521146,263719.102699462
294,6274.403145531537,2,,1,Studio,Yes,Rural,20.49969975386534,204672.48895529448
295,5535.523228947571,5,1982.0,2,Apartment,No,Downtown,16.1972138334493,266109.63295194565
296,3960.6356071090186,4,1969.0,3,Villa,No,Rural,23.115499532550768,208520.17273576956
297,6349.399813149876,6,1991.0,0,Duplex,Yes,Downtown,19.825515061372894,273902.5725227528
